param,param_base
2848.0699296662683,0.00041190499735388464
64.55277782357506,0.026543872818145298
0.1225924771781087,-0.05060838386364841
0.006447864924404993,0.21033875692843318
0.8608239639948113,-0.1496934123133007
3.903517282083869,-0.49232446908026095
-0.0010478678236995173,-0.3514141819688419
2848.190727539433,0.016585837154443395
69.43921771943462,0.07213691281117773
0.11700197271468031,-0.02633124300249068
0.004730213561845003,0.14126986415032095
0.8433555934456185,-0.4918514127770752
3.925784551840687,-0.9137964112678498
-0.000781274445901112,-0.2645980404173064
2848.1827080102494,0.015512082149073736
65.73318481311776,0.039355839146513194
0.12047253790822565,-0.04760852454557496
0.006177932477781565,0.20838453435851556
0.8537444299606815,-0.345944683439676
3.9039742714398966,-0.8131552659142355
0.00119515487728564,0.34310465570035276
2848.2533362433487,0.024968674559191717
67.28815489225815,0.05455687054533054
0.11599295362991925,-0.05461738729161336
0.006072754835676713,0.22551068929686213
0.849237615680617,-0.3892421080791121
3.889708387604425,-0.8765497374004504
0.0002613141809295063,0.05615157829563411
2847.9671564908926,-0.013348654874679844
52.86706560523645,-0.07848677869085663
0.16672891063499679,0.06910388198361184
0.00558673256485906,-0.05014034155442526
0.8973685204548053,0.12281011223252891
3.9700398545289772,-0.34221896248696293
0.0012916758876726328,0.36249857780478845
2847.966734570158,-0.013405146906834475
57.30000621558236,-0.03949137505028455
0.1503889892972815,0.025270765347470414
0.005538618575821027,0.016531563472429456
0.8827450032082728,0.013212595715314412
3.956761216962326,-0.3266205440371116
-0.00021064518274386328,-0.09837082215239579
2848.0499864072,-0.0022583483002505123
54.75864997181627,-0.06006149759474466
0.15602433549943778,0.03072733162865582
0.006812264678876729,0.08562833962178185
0.8904464927082802,0.031078733376799894
3.941945386862254,-0.5381609351347008
0.00030157727691705545,0.05831556828918849
2847.9958085197877,-0.009512362402196217
58.91670097424503,-0.024641059583093594
0.14584960882597775,0.017858090043776365
0.005250148877374121,0.018342753797826905
0.8763605057365151,-0.08247308155839606
3.957298037826182,-0.4109163979867527
0.0009841574394785257,0.2720167934382933
2848.0039695182604,-0.008419665716616898
56.32128471458912,-0.04730202181990284
0.15426344826403027,0.03712688103940831
0.005430016136480399,-0.0071734218824144325
0.8822246876926685,-0.10953073297271154
3.9641984299232487,-0.6010493683935978
0.0014798224698483766,0.42412072137589885
2848.1076350641924,0.005460375901699788
56.710857729030536,-0.0416444444711781
0.15351627968959342,0.039037963162041445
0.004891160559275613,-0.042927905166525115
0.8863718705305943,0.10677656231371513
3.9496655057199734,-0.06929936537026771
-0.0012960754813154502,-0.434888750157021
2848.051312597278,-0.0020807813631299465
54.64599518798967,-0.06102419662356817
0.15975566738151553,0.05066561247341461
0.0053346167058250385,-0.039922574364302466
0.8954671975129799,0.2518764898233712
3.9511259418318216,0.06607056618948115
0.00020450412975349706,0.02640983466739444
2848.0509565235516,-0.002128456973191528
60.58532310062446,-0.008773002831527377
0.1380192466084162,-0.007174080583362774
0.0049533311162803855,0.02327676268593759
0.8818696725855147,0.35918667870674703
3.9320956432411016,0.6901028615594627
0.0009716144273263784,0.2647815186130924
2848.287421833176,0.02953248022023658
61.57375141666396,0.005010247854594807
0.13545920503740924,-0.006567447698521689
0.005501381861349979,0.08962514952159562
0.8620643323873394,-0.4016245568817104
3.91921384981628,-0.9932621323262161
0.0017127457374805852,0.5012408526539811
2848.0738492115765,0.0009367028124451782
61.403287471348904,-0.0010834988484652586
