fac_err,log_fac_err,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_base_0,param_base_1,param_base_2,param_base_3,param_base_4,param_base_5,param_base_6,param_base_7,param_base_8,t0,tE,u0,log_q,log_s,alpha,log_rho,piEE,piEN
1.7966423207296531,0.2544616254701896,6836.328819849097,145.3529731335808,0.1825862875555997,-3.202245828389932,-0.02763024596166845,101.51727702635019,-2.638553483083651,0.1515435804929512,-0.0020814694727762893,0.1318466147778472,0.7130998937583553,0.6074495332386445,0.7082393947377159,0.32680202982569373,0.9989155667904799,-0.1627552810039361,-0.18226327952696597,-0.1229896889588592,6836.328819849097,145.3529731335808,0.1825862875555997,-3.202245828389932,-0.02763024596166845,101.51727702635019,-2.638553483083651,0.1515435804929512,-0.0020814694727762893
1.8298717222129497,0.26242064585735525,6836.261684196462,147.55337326089338,0.17928990559442096,-3.2061393687638327,-0.026992529849376716,101.66184276330588,-2.610086880509124,0.14231229703004386,0.003475913056737551,-0.12201624150392065,0.826805360108493,0.8543962937116458,0.8745360513089115,0.09226667387076182,0.9825408550848158,0.16487789596622937,-0.827058834905503,0.3802956977599421,6836.261684196462,147.55337326089338,0.17928990559442096,-3.2061393687638327,-0.026992529849376716,101.66184276330588,-2.610086880509124,0.14231229703004386,0.003475913056737551
1.8085806743683033,0.2573378858659814,6836.324013985953,146.1443413532339,0.18165109945484417,-3.205436220784986,-0.027567104475846135,101.52028476688935,-2.5852567775167854,0.14734364471211706,-0.004140367831598331,0.11367400310482134,0.7625648400496017,0.7663190977094965,0.6790230756899762,0.1869049673362415,0.9946454575580141,0.228595522240028,-0.5341599084140236,-0.11758157769030197,6836.324013985953,146.1443413532339,0.18165109945484417,-3.205436220784986,-0.027567104475846135,101.52028476688935,-2.5852567775167854,0.14734364471211706,-0.004140367831598331
1.8155366871878427,0.25900502927879443,6836.316561633316,147.24853693309606,0.17961858016462048,-3.206391088085901,-0.027028390588026037,101.55718215490714,-2.593799068752634,0.14975665527182125,-0.0033055353623703005,0.08549410982988692,0.8312522998840239,0.7531585518218307,0.7909304105735393,0.2294658119148234,0.9927920178068321,0.2907184328162338,-0.5029861381216003,-0.03762865807202309,6836.316561633316,147.24853693309606,0.17961858016462048,-3.206391088085901,-0.027028390588026037,101.55718215490714,-2.593799068752634,0.14975665527182125,-0.0033055353623703005
1.8211991896318538,0.2603574483907687,6836.291095089986,143.8125411557769,0.18566355892769004,-3.1979756576900105,-0.028299808456857922,101.54446856597403,-2.663997606942386,0.13915242213356463,0.005011481133720853,-0.010803597511498397,0.5959488639264798,0.7310484985602583,0.6973897474581665,0.23983698997993974,0.9953926674613471,-0.2519113995346344,-0.5978984731813588,0.20181871134034068,6836.291095089986,143.8125411557769,0.18566355892769004,-3.1979756576900105,-0.028299808456857922,101.54446856597403,-2.663997606942386,0.13915242213356463,0.005011481133720853
1.8191308929507979,0.2598639492234963,6836.220046238,147.0193224287072,0.18008622345702496,-3.208403826286525,-0.027267325938958985,101.74643852603796,-2.6225843894523604,0.14614754801535862,-0.008445103772144455,-0.27946359846182434,0.7735331098025804,0.8258509597654888,0.7472703305007433,0.2058374707498858,0.9810718178268005,-0.20245294045309614,-0.5581737419934139,0.11195695591068477,6836.220046238,147.0193224287072,0.18008622345702496,-3.208403826286525,-0.027267325938958985,101.74643852603796,-2.6225843894523604,0.14614754801535862,-0.008445103772144455
1.8110778458193162,0.2579371180573884,6836.371568300559,146.28512631561978,0.18076998839777292,-3.208191309290413,-0.027410769217843023,101.4321577418948,-2.5733877268773426,0.14215225762973152,0.0029922838709018715,0.29349312544616546,0.7928194093104055,0.5362659055028667,0.5669420047030875,0.3568581032858573,0.6123497034607859,0.08468438626441754,-0.5915107559149457,-0.04707261469885704,6836.371568300559,146.28512631561978,0.18076998839777292,-3.208191309290413,-0.027410769217843023,101.4321577418948,-2.5733877268773426,0.14215225762973152,0.0029922838709018715
1.804412254374661,0.2563357678765832,6836.237132573313,141.11760353659534,0.1891656485637424,-3.1998423965697502,-0.029561976413736996,101.65170013129304,-2.552843780806095,0.13908984853426387,0.010927611531630334,-0.21485432282645278,0.3963309830474464,0.3322157942142612,0.3353015538023034,0.14263259419869234,0.5572963390250587,-0.0972254160722632,-0.05476036117638128,0.4012658227371517,6836.237132573313,141.11760353659534,0.1891656485637424,-3.1998423965697502,-0.029561976413736996,101.65170013129304,-2.552843780806095,0.13908984853426387,0.010927611531630334
1.7863938722324515,0.2519772203297289,6836.304152881947,145.2157497552531,0.18217826967219142,-3.206504311876436,-0.027840270945650843,101.58893519186459,-2.5526051165017414,0.13862894356776292,0.0035923510511287607,0.0385723783496672,0.6932210727070507,0.409909941000443,0.5510158239131997,0.2524897127683883,0.7484161620221357,0.10760655139939912,-0.5046516914264303,0.11663953587085296,6836.304152881947,145.2157497552531,0.18217826967219142,-3.206504311876436,-0.027840270945650843,101.58893519186459,-2.5526051165017414,0.13862894356776292,0.0035923510511287607
1.8359182497805544,0.26385333892424,6836.305732568762,142.47491167507238,0.18682320632590108,-3.200139267486066,-0.028790439591106005,101.51133297048712,-2.5883201404554432,0.13428146656380194,0.004699419312470395,0.04454571429472898,0.5152266085135933,0.32271477265283544,0.4507433599096331,0.3375191540658551,0.3514929732119476,-0.07898855524595749,-0.37827013706088874,0.06052543180488956,6836.305732568762,142.47491167507238,0.18682320632590108,-3.200139267486066,-0.028790439591106005,101.51133297048712,-2.5883201404554432,0.13428146656380194,0.004699419312470395
