# file = List/20210308/norm_model
# iband = 0
# chi2th = 1000000
# noutlier = 0
# ndata = 3147
# dof = 3145
# dFmin = 549.815700
# refflux = 0
#
# Initial statistics (k1=1,k2=0,k3=0)
# chi2_0 = 11372.898
# redchi2_0 = 3.61618
#
# Second statistics (k1=1,k2=0,k3=0,emin=0.003)
# chi2_fixemin = 11242.121
# redchi2_fixemin = 3.57460
#
# Final estimate (emin=0.003,k3=0)
# k_fixemin = 1.890662
# rms_fixemin = 143.700
#
6324.143650 9415.490200 603.915939958668
6324.144880 8557.831500 750.563654694498
6324.164740 8469.729700 594.681017471657
6325.180600 10279.127800 854.153615038593
6329.130090 8388.978900 536.91326234899
6329.131320 8076.025600 609.404424001109
6329.149300 8794.325300 392.219216159269
6329.182580 8692.874200 512.871059883331
6330.140020 8953.621900 445.211112065331
6330.157310 9008.818000 391.695288781411
6330.191890 9600.743700 1165.89492843044
6331.123610 8968.234000 439.694852347118
6331.124850 9057.620900 413.240742819509
6331.143890 9470.052600 595.942395480197
6332.117740 8383.574800 1135.38624064054
6332.118970 10866.531400 1044.71581250289
6332.136690 8659.359100 801.743095072466
6332.166330 8609.041000 482.463454568399
6333.151820 7104.400200 3183.51175516521
6334.171760 8755.029800 621.80644946769
6335.134980 8509.929200 3110.15452337629
6337.105730 7275.959300 1317.05427956439
6337.112090 9882.527600 1004.12554836231
6337.137320 9369.325500 1209.36490961091
6337.171880 8211.673800 832.378652250853
6338.165760 8802.953800 519.416128126053
6342.123650 9112.972300 412.887635135677
6342.148320 8918.753600 418.440983451126
6342.157730 8807.527200 378.08472118429
6342.190700 8858.296100 380.806559558237
6343.093220 8687.583700 636.719439329884
6343.096750 9201.142600 739.290246453073
6343.103360 7716.147800 598.836047130773
6343.116270 11595.274800 793.137558883467
6343.148050 7782.682100 555.689732516406
6343.180990 9348.747000 455.597515237752
6346.087110 8657.229800 743.093176301373
6346.090640 8934.571100 765.718917275851
6346.096500 8716.586700 653.108155046603
6346.114140 8563.956100 520.911948234526
6346.147070 8827.094000 433.228020765213
6347.080690 7506.130000 924.553603686426
6347.084220 7094.920900 1225.00964492456
6347.092000 9290.821700 887.844518557409
6347.109640 9592.897200 588.442974079417
6347.142530 8908.896800 410.709814016892
6347.214980 9158.662900 508.360589294878
6348.083320 8609.677400 654.356393899549
6348.086840 8698.344100 556.230907312977
6348.102270 8616.849700 552.5976145796
6348.134060 8464.822000 450.552942787841
6348.207670 8617.803600 655.268078524085
6349.196030 10384.366500 1500.05338576798
6350.117640 8764.775900 689.558786022243
6350.150540 8853.895900 494.567390428452
6350.196860 8301.514000 1017.30686105945
6351.074750 8388.169700 937.924943196286
6351.078270 9322.600300 1129.04417935165
6351.085000 8957.191400 899.983932272751
6351.108480 9537.110800 808.344583435151
6351.141510 8844.508700 580.092615129808
6352.076480 9155.153800 957.682984648927
6352.080010 9979.946200 1159.3624799518
6352.085880 11836.006900 966.357715604782
6352.160780 8937.309200 519.558204268003
6352.193690 9262.800400 514.69066745884
6354.065620 9536.205500 1422.03955161873
6354.069150 10769.840300 1544.43346738483
6354.075020 9776.477700 1525.12021670167
6354.153200 8648.086600 595.608084427181
6354.186170 10829.701200 1181.24528895978
6354.219140 8865.490200 957.389545534356
6356.199540 13320.506500 1088.80039659136
6359.063940 8387.684100 598.455649173227
6359.142400 9437.741600 779.545267905961
6359.175440 8624.211800 670.452174922845
6359.208410 10066.273200 1293.03940068272
6360.053480 8788.790600 843.554162765264
6360.058630 8313.928800 995.041774057047
6361.043770 9322.060400 694.660061095499
6361.047290 8413.337600 466.163339127397
6361.053170 9277.282600 784.47671554001
6361.062810 9559.773700 891.613607718275
6361.064750 8280.796600 760.944423493102
6361.152860 8703.142300 397.043116867546
6361.185830 9063.439800 308.617999509375
6361.218760 8928.193700 507.755424811163
6362.041230 8131.140700 782.345151697548
6362.044760 8371.835500 663.520878130669
6362.092610 8050.932500 789.553370641177
6362.175200 8436.881800 401.902345939948
6362.210470 8875.993000 405.71236090277
6363.137140 8779.829700 445.545044059356
6363.170090 8784.265100 415.964364986435
6363.208820 8817.502300 481.558561078443
6364.039210 11589.188800 646.92390841336
6364.042730 10105.817600 577.022523201143
6364.048600 10788.445200 555.130451013996
6364.131530 9569.837200 483.391974962453
6364.164500 9068.025200 468.869718762788
6364.197460 8827.088600 607.662948980426
6364.230420 8950.042900 1248.39962448158
6365.036720 10015.606900 456.180762059073
6365.040240 8337.972300 494.762925772725
6365.046940 9341.833500 426.148132576743
