-5.000000000000000000e+00,2.419627545061893592e+00
-4.969939879759518675e+00,2.436525464570871158e+00
-4.939879759519038238e+00,2.453424460102728855e+00
-4.909819639278556913e+00,2.470758954208577052e+00
-4.879759519038075588e+00,2.488356178976619759e+00
-4.849699398797595151e+00,2.505912029488798431e+00
-4.819639278557114714e+00,2.523982099358319964e+00
-4.789579158316633389e+00,2.542072512562968623e+00
-4.759519038076152064e+00,2.560018822479455558e+00
-4.729458917835670739e+00,2.578837757457708157e+00
-4.699398797595190302e+00,2.597579137239151237e+00
-4.669338677354708977e+00,2.616688633859673985e+00
-4.639278557114228541e+00,2.635872367481187695e+00
-4.609218436873748104e+00,2.654894270761406272e+00
-4.579158316633266779e+00,2.674614788432682744e+00
-4.549098196392785454e+00,2.693865410439850283e+00
-4.519038076152304129e+00,2.713643119550376070e+00
-4.488977955911823692e+00,2.732977435111134223e+00
-4.458917835671342367e+00,2.752634688861353318e+00
-4.428857715430861042e+00,2.771877235114593940e+00
-4.398797595190380605e+00,2.791264754689210648e+00
-4.368737474949900168e+00,2.810216768371376350e+00
-4.338677354709418843e+00,2.829166252158131112e+00
-4.308617234468937518e+00,2.847555278773862053e+00
-4.278557114228457081e+00,2.865768063468857818e+00
-4.248496993987976644e+00,2.883300731094219582e+00
-4.218436873747494431e+00,2.900491119552844665e+00
-4.188376753507013994e+00,2.916843622165615990e+00
-4.158316633266533557e+00,2.932447293848194914e+00
-4.128256513026052232e+00,2.947559770420820957e+00
-4.098196392785570907e+00,2.961839679597899178e+00
-4.068136272545089582e+00,2.975258020148199734e+00
-4.038076152304610034e+00,2.987307573439894615e+00
-4.008016032064128709e+00,2.998885884116485823e+00
-3.977955911823647384e+00,3.008825255654797193e+00
-3.947895791583166503e+00,3.017694032001406956e+00
-3.917835671342685622e+00,3.025392501617515162e+00
-3.887775551102204297e+00,3.031543411324745918e+00
-3.857715430861723416e+00,3.036299620084616180e+00
-3.827655310621242979e+00,3.040026519751784839e+00
-3.797595190380762098e+00,3.042405806688512016e+00
-3.767535070140280773e+00,3.043373199803911078e+00
-3.737474949899799892e+00,3.043072040829227110e+00
-3.707414829659319011e+00,3.041590383607871928e+00
-3.677354709418837686e+00,3.039010336671145840e+00
-3.647294589178356361e+00,3.035416232833487271e+00
-3.617234468937875480e+00,3.030822466628720679e+00
-3.587174348697394599e+00,3.025851030304567590e+00
-3.557114228456914162e+00,3.020236830562668562e+00
-3.527054108216433281e+00,3.013871585319976454e+00
-3.496993987975952400e+00,3.007582863139947715e+00
-3.466933867735471075e+00,3.001080147348055061e+00
-3.436873747494989750e+00,2.994485179072083891e+00
-3.406813627254508869e+00,2.988083841794014095e+00
-3.376753507014027988e+00,2.981808489742446167e+00
-3.346693386773547552e+00,2.976088083524584427e+00
-3.316633266533066227e+00,2.971305686685052905e+00
-3.286573146292585346e+00,2.966901777280247288e+00
-3.256513026052104465e+00,2.963095782431559577e+00
-3.226452905811623140e+00,2.960395284723053688e+00
-3.196392785571142259e+00,2.958337852768873510e+00
-3.166332665330661378e+00,2.957074931105612148e+00
-3.136272545090180053e+00,2.956689493267222524e+00
-3.106212424849698728e+00,2.957643131469431808e+00
-3.076152304609218735e+00,2.959326785012867056e+00
-3.046092184368737854e+00,2.961932224557969118e+00
-3.016032064128256529e+00,2.965503201322883253e+00
-2.985971943887775204e+00,2.970378781066359331e+00
-2.955911823647294323e+00,2.976099697768159302e+00
-2.925851703406813442e+00,2.982805333831357153e+00
-2.895791583166332117e+00,2.990498551643889780e+00
-2.865731462925852124e+00,2.999494243359779766e+00
-2.835671342685371243e+00,3.009330187201013196e+00
-2.805611222444889918e+00,3.020120514216041219e+00
-2.775551102204408593e+00,3.032104616316986689e+00
-2.745490981963927712e+00,3.045144515564885523e+00
-2.715430861723447720e+00,3.058957247400861057e+00
-2.685370741482965506e+00,3.073997768934074060e+00
-2.655310621242485070e+00,3.090271448041791658e+00
-2.625250501002003300e+00,3.107362811929553104e+00
-2.595190380761523308e+00,3.125612779713045963e+00
-2.565130260521041983e+00,3.144963789223532480e+00
-2.535070140280561990e+00,3.165221067734421023e+00
-2.505010020040080221e+00,3.186822385079200348e+00
-2.474949899799599784e+00,3.209458401523077153e+00
-2.444889779559118459e+00,3.233224573647921485e+00
-2.414829659318637578e+00,3.258375725104850407e+00
-2.384769539078156697e+00,3.284877271971920365e+00
-2.354709418837675372e+00,3.312671350110971691e+00
-2.324649298597194047e+00,3.341423799572090125e+00
-2.294589178356713166e+00,3.371664503450532369e+00
-2.264529058116233173e+00,3.402957215607679942e+00
-2.234468937875751848e+00,3.435866988756208329e+00
-2.204408817635270967e+00,3.469902773977033394e+00
-2.174348697394790086e+00,3.505613425370344594e+00
-2.144288577154308761e+00,3.542570265453310441e+00
-2.114228456913827436e+00,3.581334538910697862e+00
-2.084168336673346555e+00,3.621508233853909076e+00
-2.054108216432866563e+00,3.663482744308133032e+00
-2.024048096192385238e+00,3.707220297261184072e+00
-1.993987975951904357e+00,3.752606609233708035e+00
-1.963927855711423032e+00,3.800725890785273009e+00
-1.933867735470942151e+00,3.850612847830813479e+00
-1.903807615230460826e+00,3.902750887172434346e+00
-1.873747494989979945e+00,3.956774500508560166e+00
-1.843687374749499064e+00,4.012887858038790334e+00
-1.813627254509018183e+00,4.071661634152522247e+00
-1.783567134268537302e+00,4.132855057974001767e+00
-1.753507014028056421e+00,4.196473628048760673e+00
-1.723446893787575540e+00,4.263159408850923704e+00
-1.693386773547094215e+00,4.334165874452824418e+00
-1.663326653306613334e+00,4.407453108121454299e+00
-1.633266533066132009e+00,4.484092099821653576e+00
-1.603206412825651572e+00,4.564096042174631052e+00
-1.573146292585170247e+00,4.647657004596672969e+00
-1.543086172344689366e+00,4.735291151211912464e+00
-1.513026052104208485e+00,4.827107259539369366e+00
-1.482965931863727604e+00,4.925067005196297032e+00
-1.452905811623246723e+00,5.026763005389637051e+00
-1.422845691382765398e+00,5.133599148776512244e+00
-1.392785571142284518e+00,5.245710192708203046e+00
-1.362725450901803637e+00,5.363492747315318887e+00
-1.332665330661322756e+00,5.487327679775699352e+00
-1.302605210420841875e+00,5.617762651728813061e+00
-1.272545090180360994e+00,5.755264541888760021e+00
-1.242484969939880113e+00,5.900935892904972668e+00
-1.212424849699398788e+00,6.054370245717164423e+00
-1.182364729458918351e+00,6.215606467048432116e+00
-1.152304609218436582e+00,6.384742155266610375e+00
-1.122244488977956589e+00,6.563985772799977525e+00
-1.092184368737474820e+00,6.753108361249873681e+00
-1.062124248496994383e+00,6.952066987768271922e+00
