time,magnification
-5.000000000000000000e+00,2.151855884517476891e+00
-4.969939879759518675e+00,2.162316034815613630e+00
-4.939879759519038238e+00,2.172907991819318596e+00
-4.909819639278556913e+00,2.183634025409811663e+00
-4.879759519038075588e+00,2.194496456343515867e+00
-4.849699398797595151e+00,2.205497657657290667e+00
-4.819639278557114714e+00,2.216640056119519198e+00
-4.789579158316633389e+00,2.227926133728824531e+00
-4.759519038076152064e+00,2.239358429262110484e+00
-4.729458917835670739e+00,2.250939539873913819e+00
-4.699398797595190302e+00,2.262672122748939252e+00
-4.669338677354708977e+00,2.274558896809798281e+00
-4.639278557114228541e+00,2.286602644482167435e+00
-4.609218436873748104e+00,2.298806213519442920e+00
-4.579158316633266779e+00,2.311172518889316851e+00
-4.549098196392785454e+00,2.323704544724633614e+00
-4.519038076152304129e+00,2.336405346341035916e+00
-4.488977955911823692e+00,2.349278052324018873e+00
-4.458917835671342367e+00,2.362325866688227638e+00
-4.428857715430861042e+00,2.375552071111700858e+00
-4.398797595190380605e+00,2.388960027248225426e+00
-4.368737474949900168e+00,2.402553179120807680e+00
-4.338677354709418843e+00,2.416335055599636128e+00
-4.308617234468937518e+00,2.430309272967864143e+00
-4.278557114228457081e+00,2.444479537578900796e+00
-4.248496993987976644e+00,2.458849648608825156e+00
-4.218436873747494431e+00,2.473423500908037642e+00
-4.188376753507013994e+00,2.488205087956032013e+00
-4.158316633266533557e+00,2.503198504923821677e+00
-4.128256513026052232e+00,2.518407951848364856e+00
-4.098196392785570907e+00,2.533837736923771011e+00
-4.068136272545089582e+00,2.549492279914324477e+00
-4.038076152304610034e+00,2.565376115694377290e+00
-4.008016032064128709e+00,2.581493897920735137e+00
-3.977955911823647384e+00,2.597850402843138173e+00
-3.947895791583166503e+00,2.614450533258930509e+00
-3.917835671342685622e+00,2.631299322618263492e+00
-3.887775551102204297e+00,2.648401939286405771e+00
-3.857715430861723416e+00,2.665763690970279765e+00
-3.827655310621242979e+00,2.683390029316448100e+00
-3.797595190380762098e+00,2.701286554688453023e+00
-3.767535070140280773e+00,2.719459021131640952e+00
-3.737474949899799892e+00,2.737913341534046197e+00
-3.707414829659319011e+00,2.756655592992488302e+00
-3.677354709418837686e+00,2.775692022393531744e+00
-3.647294589178356361e+00,2.795029052219424770e+00
-3.617234468937875480e+00,2.814673286589773227e+00
-3.587174348697394599e+00,2.834631517550326940e+00
-3.557114228456914162e+00,2.854910731621073339e+00
-3.527054108216433281e+00,2.875518116616220698e+00
-3.496993987975952400e+00,2.896461068749899059e+00
-3.466933867735471075e+00,2.917747200041893585e+00
-3.436873747494989750e+00,2.939384346038968143e+00
-3.406813627254508869e+00,2.961380573868033217e+00
-3.376753507014027988e+00,2.983744190638834226e+00
-3.346693386773547552e+00,3.006483752214935468e+00
-3.316633266533066227e+00,3.029608072372970362e+00
-3.286573146292585346e+00,3.053126232371889515e+00
-3.256513026052104465e+00,3.077047590955303669e+00
-3.226452905811623140e+00,3.101381794811996606e+00
-3.196392785571142259e+00,3.126138789521288430e+00
-3.166332665330661378e+00,3.151328831013015641e+00
-3.136272545090180053e+00,3.176962497573064148e+00
-3.106212424849698728e+00,3.203050702429282470e+00
-3.076152304609218735e+00,3.229604706955227389e+00
-3.046092184368737854e+00,3.256636134532388205e+00
-3.016032064128256529e+00,3.284156985116130745e+00
-2.985971943887775204e+00,3.312179650554186061e+00
-2.955911823647294323e+00,3.340716930712570587e+00
-2.925851703406813442e+00,3.369782050468337342e+00
-2.895791583166332117e+00,3.399388677636322242e+00
-2.865731462925852124e+00,3.429550941903582562e+00
-2.835671342685371243e+00,3.460283454854559348e+00
-2.805611222444889918e+00,3.491601331179339240e+00
-2.775551102204408593e+00,3.523520211169455685e+00
-2.745490981963927712e+00,3.556056284618832386e+00
-2.715430861723447720e+00,3.589226316262780436e+00
-2.685370741482965506e+00,3.623047672906396066e+00
-2.655310621242485070e+00,3.657538352415236282e+00
-2.625250501002003300e+00,3.692717014765396044e+00
-2.595190380761523308e+00,3.728603015380191898e+00
-2.565130260521041983e+00,3.765216441015360793e+00
-2.535070140280561990e+00,3.802578148495644239e+00
-2.505010020040080221e+00,3.840709806654804659e+00
-2.474949899799599784e+00,3.879633941889554904e+00
-2.444889779559118459e+00,3.919373987807770909e+00
-2.414829659318637578e+00,3.959954339535317391e+00
-2.384769539078156697e+00,4.001400413345757912e+00
-2.354709418837675372e+00,4.043738712400517521e+00
-2.324649298597194047e+00,4.086996899532380212e+00
-2.294589178356713166e+00,4.131203878185312206e+00
